"https://www.tripoto.com/trip/9-breathtaking-destinations-in-india-that-will-put-these-hollywood-locations-to-shame-2821
"," The quaint streets and dim lit evenings of Paris are great scenic choices.If only Woody Allen knew the intellectual excesses of this city, he would roam in circles in hand-pulled rickshaws humming Rabindro Sangeet .Vicky Christina Barcelona made you hum the Catalonian folk song... Baacelonaaaaaaa … as Scarlett Johansson sat enrapt by the Mediterranean seaside.The high mountain passes and beauty of nothingness catches you heart like no other road, no other land.The White Witch froze Narnia for a hundred years but we found the snowscapes just too lovely to ever vanish."
"https://www.tripoto.com/trip/10-holiday-experiences-that-are-beyond-the-ordinary-57c7f73692e03
"," What's so special : There's a certain charm to the quintessential luxurious Indian holiday and this Oldest Boutique haveli in Jodhpur lives up to the much-talked about grandeur of the heritage hotels of Rajasthan.With paintings, artefacts, handmade furniture and carefully crafted interiors, every corner of this erstwhile seat of royals is visually stunning and defines pure luxury.The colourful butterfly tents and the beautifully-designed Rajasthani mud huts in the middle of the desert give travellers a sense of escape that city dwellers are constantly in search for.This family run-guest house and luxury camp site located near the confluence of Shyok and Nubra rivers is the answer to your hunt for the authentic Ladakhi experience.Along with offering a luxurious tree house experience, Pepper Trail can also serve as a centre point to explore the prehistoric Edakkal Caves and the Wayanad Wildlife Sanctuary."
"https://www.tripoto.com/trip/foreigners-in-india-craziest-about-visiting-these-places
"," Kerala is rated as the most popular tourist destination in India by international travellers who cite beaches, Ayurveda resorts and spas as the prime attractions.It wouldn't be incorrect to say that it's only the grandeur of the Taj Mahal–a UNESCO World Heritage Site and one of the Seven Wonders of the Modern World–that draws tourists to Agra like moths to a wondrous flame.A world of forlorn ruins, a carnival of carvings, a pilgrim’s delight, a backpacker’s refuge, a historian’s riddle, an artist’s muse, a sage’s sanctuary and a writer's inspiration, Hampi can be a million things all at once!While history and heritage are still the main course on Hampi's tourism menu, places such as the hippie island are celebrated by travellers for its laid-back environment and distance from tourists soaking in the magnificence of ancient temples and ruins.From pristine beaches in the south to mighty mountains in the north; From lush green western ghats to roaring wildlife in the east, India definitely puts the lust in wanderlust!"
"https://www.tripoto.com/trip/10-famous-biosphere-reserves-in-india-itinerary
"," A UNESCO World Heritage Site, the Western Ghats have been divided into two parts, one of which along with three other national parks, makes the expanse of Agasthymalai Biosphere Reserve.The massive reserve is 7,770 square kilometres vast and includes the Pin Valley National Park, Chandratal, Sarchu and Kibber Wildlife Sanctuary .The large shallow bay flowing into the Laccadive Sea, Indian Ocean, that lies between the south eastern most point of India and west coast of Sri Lanka , is known as the Gulf of Mannar.The Ooty Botanical Gardens and tea estates can also be visited for a small glimpse into the variety of flora, which is spread around the Western Ghats and Nilgiri Hills.The mangrove and freshwater swamp forests of Sundarbans are considered natural wonders of the world, as their unique ecological and geological conditions have sheltered some rare and exclusive species of plants and animals."
"https://www.tripoto.com/trip/lakshman-sagar-resort-pali-rajasthan-itinerary-luxury
"," From intricately restoring the machans used for tiger spotting to the man-made lake to attract prey, the historical influences from the days of the British Raj are still very evident in every corner of Lakshman Sagar.Nestled amongst 32 acres of rocky hills, Lakshman Sagar offers 12 spacious and extremely private mud and stone cottages.From local liquor tasting and live cooking to goat herding and vegetable harvesting, guests at Lakshman Sagar are encouraged to connect with the place and create unforgettable memories.If you're fond of simpler things such as watching the sunset by the dam, kite flying, or simply relaxing by the single rock-cut pool, Lakshman Sagar will not disappoint you.• Getting there: Strategically located in the centre of the Marwar and Mewar region of Rajasthan, Lakshman Sagar lies 10 kilometres off NH-14 en-route to Jodhpur via Pali."
"https://www.tripoto.com/trip/cheaper-alternatives-to-your-dream-european-destinations-5788ccab8c12
"," Stay: Airbnb will give you something as low as INR 1246 per person, for two people travelling together.If your dream vacation involves snow-capped mountains, consider the Himalayan range instead of the Alps for an adrenaline rush that doesn’t come when you get the pay check.As the pulsing fashion capital of the world, a Parisian shopping experience will offer everything from luxury haute couture houses to sprawling chainstores.Angkor Wat is the ultimate expression of Khmer genius – an awe-inspiring temple that is stunning for both its grand scale and incredible detail.So, before you set your heart on exploring Europe, make sure you’ve enjoyed the serenity of these exotic, dream destinations closer home."
"https://www.tripoto.com/trip/virgin-beaches-of-goa-nobody-told-you-about-57fe5fc1d497
"," I have always stayed at either of these places because of obvious reasons - amazing people, great food, clean and cheap accommodation - 500 to 800 rs only, sea facing beach huts and a breathtaking view.The water is slightly rough and also pulls you in sometimes, but there's not a single soul on the beach, apart from maybe a few 4-5 people practicing slack-lining or hula hooping while sipping on beer.It's as less crowded and peaceful as Palolem where people come and stay in beach huts, practice different art forms, send out sky lanterns in the evening during sunsets and have a good swim.For some this may be too quiet for a Goa trip, but did I tell you about the Silent Noise party hosted at Neptune Point at Palolem and 24X7 open bars like Cocktails & Dreams?If you haven't heard of a 'Silent Noise' party, you are supposed to plug in headphones and tune into either of the 3 channels - trance, EDM or hip-hop and dance on your choice of music."
"https://www.tripoto.com/trip/secrets-of-ladakh-that-the-locals-would-keep-to-themselves-143987
"," Colonel Chewang Rinchen captured Turtok and suddenly decided to pause the war with Pakistan, keeping in mind local sentiments on Losar.Every morning at the Drukpa nunnery in Ladakh the nuns dress up in pyjamas and yellow sashes and the voice of their hee-yaas echo across the serene hills.It is believed that he entombed the bodies of Mongol invaders in the temple's foundation to ward off future attacks.Around 200 pupils travel by bus to this school everyday and receive the best in class education maintaining rich cultural traditions of Tibetan Buddhism.In this silent corner of India , a religious conflict would be the last thing you would expect but often when a Buddhist falls in love with a Muslim, the two communities don't take it well."
"https://www.tripoto.com/trip/10-indian-women-whose-instagram-feeds-will-leave-you-with-a-serious-case-of-wanderlust-5a322033a1f30
"," It's the tiny waterfall that catches my eye, the unexplored valley that gets my attention, the flying prayers flags on the side of a random bridge that truly captivates me.Greeting you with bold colours, bijniswoman aka Stuti Ashok Gupta's grid has your usual fare of jaw-dropping landscapes, but punctuated every now on then with the quirky illustrations of the places she has been.It's there in that chaiwallah getting things ready at his makeshift stall, uncleji dropping off his kids to school on a scooter, aunty buying sabzi for home while returning from her job, in the ruined buildings and in the lonely cafeterias.overrated_outcast aka Trishita Bhattacharya's grid comes like a jolt of happiness – the colours, corners and chaos tantamount to the destination, rendered perfectly on camera.Each of brewing.latte 's photographs is more elaborate than the last – an archaic lock hanging off an abandoned blue door, a flight of birds at sunrise or the upturned curve of a smile planted on a local's face."
"https://www.tripoto.com/trip/why-israelis-in-india-love-india-897940
"," The foreigners supply dollars in return for the privilege to treat the remote mountain villages as their home, no questions asked.Daniel Barnea, a student at Hebrew University of Jerusalem , told me about a sticky situation in which he found himself in during his stint in the army.Their ideal destinations are remote Himalayan towns, coastal villages near Goa and quiet places in South India.The readily available drugs, peaceful environment and prospect of rave parties draws many foreigners to this hill station.Israel is a small piece of land (one-third the size of Uttar Pradesh), and the immediate neighbourhood is full of hostile countries."
